workclass,education,age,gender
 Private, HS-grad,19, Female
 Private, 9th,49, Female
 Private, Bachelors,32, Male
 Private, HS-grad,27, Male
 Private, Bachelors,38, Male
 Private, Some-college,33, Female
 ?, Some-college,63, Male
 Private, Bachelors,23, Male
 Self-emp-inc, Some-college,33, Male
 Self-emp-not-inc, HS-grad,54, Male
 Private, Assoc-voc,29, Female
 ?, Some-college,48, Female
 Self-emp-not-inc, Bachelors,35, Male
 Private, Assoc-voc,28, Female
 Private, Bachelors,37, Male
 Self-emp-not-inc, Prof-school,42, Male
 Private, Masters,40, Male
 Private, Some-college,47, Male
 Private, Bachelors,22, Female
 Private, Bachelors,30, Male
 Private, HS-grad,28, Male
 Local-gov, 7th-8th,63, Male
 Self-emp-not-inc, 9th,51, Male
 Private, HS-grad,22, Female
 ?, Assoc-acdm,27, Male
 Private, HS-grad,35, Male
 Private, HS-grad,46, Female
 Private, Some-college,37, Male
 Private, Bachelors,24, Male
 Self-emp-not-inc, HS-grad,37, Male
 Private, Some-college,53, Male
 Private, HS-grad,27, Male
 Private, Some-college,38, Male
 Self-emp-not-inc, 10th,53, Male
 Private, Some-college,34, Male
 Private, HS-grad,23, Male
 Private, Bachelors,39, Male
 Private, Masters,43, Female
 Self-emp-inc, HS-grad,67, Male
 Self-emp-not-inc, HS-grad,81, Male
 Private, Some-college,21, Male
 Private, Some-college,23, Male
 Private, Some-college,25, Male
 Private, 5th-6th,42, Female
 Private, Some-college,38, Female
 ?, HS-grad,64, Male
 Private, HS-grad,32, Male
 Private, HS-grad,37, Male
 Private, Masters,51, Male
 Private, Some-college,22, Female
 Private, 1st-4th,33, Female
 Private, HS-grad,42, Male
 ?, Some-college,19, Female
 Local-gov, Preschool,51, Male
 Private, HS-grad,23, Female
 Private, 11th,37, Male
 Private, HS-grad,37, Male
 Private, Masters,47, Female
 Private, Prof-school,41, Male
 Private, HS-grad,33, Male
 Private, Bachelors,31, Male
 Private, Assoc-acdm,31, Female
 Private, HS-grad,35, Male
 Self-emp-inc, HS-grad,38, Male
 Private, HS-grad,18, Female
 Private, HS-grad,20, Male
 Local-gov, Some-college,54, Female
 Private, Some-college,40, Female
 Self-emp-inc, Bachelors,36, Female
 Private, Some-college,43, Male
 Self-emp-not-inc, Some-college,44, Male
 State-gov, HS-grad,44, Female
 Private, Masters,43, Male
 Private, 7th-8th,51, Female
 Private, HS-grad,18, Female
 Private, Some-college,51, Male
 Private, 10th,41, Male
 Self-emp-inc, Some-college,44, Male
 Local-gov, 10th,33, Male
 Self-emp-not-inc, Bachelors,33, Male
 Private, Assoc-acdm,42, Male
 Private, Some-college,25, Male
 Private, HS-grad,32, Female
 Private, Bachelors,32, Male
 Private, 10th,36, Female
 Private, HS-grad,28, Male
 Private, HS-grad,20, Female
 Self-emp-inc, Some-college,35, Male
 Self-emp-not-inc, HS-grad,55, Male
 Private, Bachelors,48, Male
 ?, Assoc-voc,36, Female
 Private, HS-grad,34, Male
 Private, Bachelors,28, Female
 Private, Bachelors,67, Male
 Private, HS-grad,37, Male
 Private, HS-grad,44, Male
 Private, Some-college,25, Female
 Private, Some-college,21, Female
 State-gov, Masters,40, Male
 Private, HS-grad,78, Female
 Private, HS-grad,34, Male
 Private, HS-grad,49, Female
 Private, Assoc-acdm,22, Female
 ?, HS-grad,23, Female
 Self-emp-not-inc, HS-grad,60, Male
 Local-gov, HS-grad,45, Male
 Private, Assoc-voc,63, Female
 Private, HS-grad,41, Female
 Private, HS-grad,47, Female
 Private, HS-grad,44, Male
 Private, Some-college,51, Female
 Private, Bachelors,46, Male
 Private, Assoc-voc,41, Male
 Self-emp-not-inc, HS-grad,50, Male
 Private, HS-grad,47, Male
 Private, HS-grad,35, Male
 Private, HS-grad,56, Male
 Private, Masters,45, Male
 Federal-gov, Bachelors,48, Male
 Private, Some-college,40, Male
 Self-emp-inc, Bachelors,39, Male
 Private, Some-college,20, Male
 Private, Doctorate,50, Male
 State-gov, HS-grad,38, Female
 Local-gov, Bachelors,23, Female
 Private, HS-grad,31, Male
 Private, Bachelors,58, Male
 Private, HS-grad,66, Male
 Self-emp-inc, HS-grad,39, Male
 Self-emp-not-inc, HS-grad,54, Male
 Private, Some-college,26, Male
 Private, HS-grad,51, Female
 Private, Assoc-voc,34, Male
 Private, HS-grad,50, Male
 Private, Some-college,42, Male
 Private, Masters,38, Male
 Private, 7th-8th,48, Male
 Private, Assoc-voc,33, Female
 Private, HS-grad,51, Female
 Private, HS-grad,22, Male
 ?, HS-grad,19, Male
 Private, Some-college,41, Male
 Local-gov, Masters,48, Male
 Private, HS-grad,42, Female
 Private, Some-college,34, Male
 Private, HS-grad,23, Female
 Private, HS-grad,56, Male
 Private, Bachelors,30, Male
 Private, HS-grad,45, Male
 Private, 10th,48, Female
 Self-emp-inc, Masters,48, Male
 Private, Assoc-voc,31, Female
 State-gov, Assoc-acdm,20, Male
 Private, Some-college,27, Male
 Private, HS-grad,32, Female
 ?, 7th-8th,76, Male
 ?, HS-grad,19, Male
 Self-emp-inc, 9th,66, Male
 Private, HS-grad,37, Male
 Private, HS-grad,34, Female
 ?, 11th,34, Female
 Private, HS-grad,90, Female
 Private, Some-college,23, Female
 Private, Some-college,43, Female
 Private, Bachelors,44, Male
 Private, Some-college,24, Female
 Private, Prof-school,28, Male
 ?, Assoc-acdm,64, Female
 Private, Some-college,23, Male
 Private, Some-college,20, Female
 Private, Bachelors,36, Male
 Private, HS-grad,61, Male
 Self-emp-not-inc, Bachelors,53, Male
 Private, Bachelors,30, Male
 Self-emp-not-inc, Some-college,52, Male
 Private, Some-college,38, Male
 Private, Bachelors,32, Male
 Self-emp-not-inc, 12th,30, Male
 Private, Assoc-voc,41, Female
 Local-gov, Masters,49, Male
 Private, HS-grad,45, Male
 Self-emp-not-inc, HS-grad,43, Male
 Private, HS-grad,61, Male
 Private, HS-grad,54, Male
 Private, Assoc-acdm,34, Female
 Private, Some-college,49, Male
 Private, Some-college,38, Male
 Private, Prof-school,35, Male
 Private, 12th,36, Male
 Private, Bachelors,30, Male
 Private, Assoc-acdm,36, Female
 Local-gov, Bachelors,22, Female
 Private, HS-grad,38, Male
 Private, HS-grad,37, Male
 State-gov, Doctorate,48, Female
 Private, 11th,17, Male
 Self-emp-not-inc, Some-college,19, Male
 Private, Bachelors,27, Female
 Private, Bachelors,22, Male
 Private, HS-grad,49, Male
 State-gov, Assoc-voc,43, Female
 Private, Bachelors,43, Female
 Local-gov, HS-grad,19, Female
 Self-emp-not-inc, HS-grad,58, Male
 Local-gov, Some-college,41, Male
 Private, Some-college,31, Male
 Private, Assoc-voc,30, Male
 Private, HS-grad,32, Male
 Private, Bachelors,29, Male
 Private, Some-college,42, Male
 Private, HS-grad,38, Male
 Federal-gov, Assoc-acdm,41, Male
 Self-emp-not-inc, Bachelors,44, Male
 Private, Doctorate,31, Male
 Private, HS-grad,34, Male
 Private, Some-college,21, Male
 Self-emp-not-inc, Bachelors,22, Male
 Private, 10th,62, Male
 ?, HS-grad,19, Female
 Self-emp-inc, HS-grad,29, Female
 Private, Some-college,43, Female
 ?, 7th-8th,68, Male
 Self-emp-inc, Bachelors,45, Male
 Self-emp-inc, 9th,39, Male
 Private, Bachelors,41, Male
 Self-emp-not-inc, Assoc-acdm,34, Female
 Local-gov, HS-grad,34, Female
 Private, Bachelors,31, Male
 Private, HS-grad,29, Male
 Private, Bachelors,41, Male
 Private, Assoc-voc,41, Male
 Self-emp-inc, Masters,35, Male
 Private, Bachelors,33, Female
 State-gov, Bachelors,37, Male
 Private, HS-grad,69, Female
 Private, HS-grad,34, Female
 Self-emp-inc, Assoc-voc,60, Male
 Private, Some-college,36, Male
 Private, HS-grad,41, Male
 Local-gov, Bachelors,58, Female
 Private, Bachelors,53, Male
 Private, Some-college,29, Male
 Federal-gov, HS-grad,45, Female
 State-gov, Some-college,34, Male
 Private, Bachelors,36, Male
 Private, Some-college,48, Female
 Private, Assoc-voc,20, Female
 Private, HS-grad,35, Male
 Federal-gov, HS-grad,63, Male
 Self-emp-not-inc, Some-college,41, Male
 Private, Bachelors,28, Male
 Private, Some-college,30, Female
 ?, HS-grad,34, Female
 Private, HS-grad,31, Female
 Private, Assoc-voc,37, Female
 ?, Some-college,42, Male
 Private, Some-college,31, Male
 Self-emp-not-inc, Masters,46, Male
 Federal-gov, HS-grad,35, Male
 Private, HS-grad,27, Male
 Private, 1st-4th,41, Male
 Private, Some-college,19, Female
 Private, Some-college,20, Male
 Federal-gov, HS-grad,59, Female
 Private, Bachelors,40, Male
 Self-emp-not-inc, Some-college,56, Male
 Private, Masters,33, Male
 Self-emp-inc, Some-college,30, Female
 Private, HS-grad,46, Male
 Self-emp-inc, HS-grad,61, Male
 Self-emp-inc, HS-grad,50, Male
 Private, HS-grad,25, Male
 Private, Some-college,40, Female
 ?, Some-college,24, Male
 Private, HS-grad,51, Male
 State-gov, HS-grad,43, Male
 Private, Some-college,34, Male
 Private, HS-grad,46, Male
 State-gov, Masters,28, Female
 Private, Bachelors,26, Male
 Private, HS-grad,20, Male
 Private, Assoc-voc,44, Male
 Private, HS-grad,51, Male
 Private, Bachelors,33, Male
 Private, Assoc-acdm,54, Male
 Private, Bachelors,50, Female
 Private, HS-grad,33, Female
 Private, Bachelors,65, Male
 ?, Some-college,22, Female
 Self-emp-not-inc, Prof-school,88, Male
 Private, HS-grad,40, Male
 Private, HS-grad,51, Female
 Private, 11th,50, Female
 Private, Masters,25, Male
 Private, Assoc-voc,20, Male
 Private, HS-grad,47, Male
 ?, Some-college,58, Male
 Private, Assoc-voc,22, Female
 State-gov, HS-grad,50, Male
 Private, HS-grad,47, Female
 Local-gov, 11th,24, Male
 ?, HS-grad,50, Male
 Private, Bachelors,40, Female
 Private, Bachelors,36, Male
 Private, HS-grad,32, Male
 Private, HS-grad,44, Male
 ?, Masters,51, Male
 Federal-gov, Some-college,59, Female
 Private, HS-grad,65, Male
 State-gov, Bachelors,24, Female
 Local-gov, Bachelors,27, Male
 Private, Assoc-voc,51, Male
 Private, Some-college,48, Male
 Private, HS-grad,39, Male
 Private, Bachelors,28, Male
 Private, Some-college,19, Female
 Local-gov, Bachelors,49, Female
 Local-gov, Assoc-acdm,51, Male
 Private, Masters,59, Male
 Private, HS-grad,18, Female
 Private, HS-grad,50, Male
 Federal-gov, HS-grad,45, Male
 Local-gov, Bachelors,30, Male
 Private, Bachelors,37, Male
 Private, Bachelors,44, Male
 Private, Some-college,33, Male
 Self-emp-inc, Masters,61, Male
 Local-gov, HS-grad,61, Male
 Private, Bachelors,38, Male
 ?, Some-college,22, Male
 Private, HS-grad,36, Male
 Self-emp-inc, Some-college,44, Male
 Private, Some-college,37, Male
 Private, Some-college,31, Female
 Private, Doctorate,54, Male
 Private, Some-college,20, Male
 ?, Bachelors,63, Female
 Self-emp-not-inc, Some-college,48, Male
 ?, HS-grad,33, Female
 Private, Bachelors,31, Male
 Private, Prof-school,38, Male
 Self-emp-not-inc, HS-grad,45, Male
 Private, HS-grad,48, Male
 Private, Some-college,53, Male
 Private, HS-grad,55, Female
 Private, Masters,38, Male
 Private, HS-grad,29, Female
 Private, Bachelors,36, Male
 Self-emp-not-inc, Some-college,42, Male
 Private, HS-grad,50, Female
 Self-emp-not-inc, Prof-school,75, Male
 Private, Bachelors,46, Male
 Federal-gov, HS-grad,52, Female
 Private, Bachelors,27, Female
 Private, HS-grad,43, Male
 Private, 11th,31, Female
 Private, Some-college,23, Female
 Private, HS-grad,34, Female
 Self-emp-not-inc, HS-grad,41, Female
 Private, HS-grad,31, Female
 Private, Some-college,42, Female
 Private, Masters,35, Male
 Private, HS-grad,55, Female
 State-gov, HS-grad,36, Female
 Self-emp-not-inc, HS-grad,65, Male
 Local-gov, Some-college,38, Male
 Private, Some-college,62, Female
 Self-emp-inc, Prof-school,54, Male
 Private, HS-grad,49, Male
 Private, HS-grad,34, Female
 Private, HS-grad,32, Female
 Self-emp-inc, Masters,51, Male
 Self-emp-not-inc, Some-college,48, Male
 Private, HS-grad,30, Male
 Federal-gov, HS-grad,52, Female
 Self-emp-not-inc, Some-college,28, Male
 Private, HS-grad,29, Male
 Private, Bachelors,38, Female
 Private, HS-grad,57, Male
 Federal-gov, Bachelors,43, Male
 State-gov, Some-college,37, Male
 Private, HS-grad,30, Male
 Private, HS-grad,53, Male
 ?, Assoc-voc,69, Female
 Private, HS-grad,73, Female
 Self-emp-inc, Some-college,22, Male
 Private, HS-grad,31, Female
 Private, Bachelors,38, Male
 Self-emp-not-inc, Some-college,50, Male
 Private, Some-college,37, Male
 Local-gov, Bachelors,44, Male
 Private, Bachelors,47, Female
 Private, Some-college,27, Male
 Private, Assoc-acdm,28, Female
 Private, HS-grad,25, Female
 Private, Some-college,20, Female
 Local-gov, Bachelors,51, Male
 Private, Bachelors,46, Male
 Private, Bachelors,67, Male
 Private, HS-grad,47, Male
 Private, HS-grad,42, Male
 Private, HS-grad,52, Male
 Federal-gov, Assoc-acdm,42, Female
 ?, HS-grad,65, Male
 Private, Some-college,21, Male
 Private, HS-grad,50, Female
 Private, Some-college,46, Male
 Self-emp-not-inc, Bachelors,47, Male
 Private, 10th,57, Male
 Private, Bachelors,37, Male
 Private, HS-grad,50, Male
 ?, 12th,58, Male
 Self-emp-not-inc, 1st-4th,63, Female
 Private, HS-grad,39, Male
 Private, Masters,46, Male
 Private, HS-grad,36, Male
 Private, 5th-6th,26, Male
 Private, Some-college,21, Male
 Private, Assoc-acdm,41, Male
 Local-gov, Some-college,44, Male
 Private, HS-grad,22, Male
 Federal-gov, Some-college,29, Male
 Private, HS-grad,29, Female
 Self-emp-inc, Some-college,58, Female
 Self-emp-not-inc, Prof-school,36, Male
 Private, Assoc-voc,30, Male
 Private, Bachelors,37, Male
 Private, Assoc-voc,29, Male
 Private, 5th-6th,26, Female
 Private, HS-grad,43, Male
 Private, HS-grad,49, Female
 Federal-gov, Bachelors,45, Male
 Private, Bachelors,28, Female
 ?, Some-college,20, Female
 Private, HS-grad,51, Female
 Private, Some-college,32, Male
 Private, HS-grad,24, Female
 Private, Doctorate,35, Male
 ?, Assoc-acdm,35, Male
 State-gov, Bachelors,41, Male
 Private, Bachelors,48, Male
 Local-gov, HS-grad,61, Female
 Private, Some-college,20, Male
 Private, HS-grad,27, Male
 Private, Some-college,55, Male
 Private, HS-grad,39, Male
 ?, 10th,17, Male
 Private, HS-grad,47, Male
 Private, HS-grad,52, Female
 Private, HS-grad,24, Female
 Private, 11th,29, Female
 Private, HS-grad,25, Male
 Private, Some-college,20, Female
 Private, HS-grad,23, Male
 Private, Prof-school,57, Male
 Private, Assoc-voc,51, Male
 Private, Some-college,33, Female
 Private, Bachelors,39, Male
 Private, HS-grad,40, Male
 Private, Bachelors,71, Female
 State-gov, Some-college,38, Male
 State-gov, Prof-school,28, Male
 Private, Masters,57, Female
 Private, Some-college,47, Male
 State-gov, HS-grad,59, Male
 Private, HS-grad,26, Male
 Private, Bachelors,35, Female
 Self-emp-inc, Bachelors,61, Male
 ?, 11th,17, Female
 Private, Bachelors,36, Male
 ?, 7th-8th,62, Male
 Private, Some-college,34, Male
 Self-emp-inc, Bachelors,32, Male
 Private, HS-grad,42, Female
 Private, Some-college,39, Male
 Private, 5th-6th,58, Male
 Self-emp-not-inc, HS-grad,61, Male
 Private, 10th,40, Male
 Private, Bachelors,31, Male
 Private, HS-grad,36, Male
 Private, Some-college,23, Male
 Private, HS-grad,33, Male
 Private, HS-grad,52, Male
 Private, HS-grad,22, Female
 Private, Some-college,51, Female
 Federal-gov, Assoc-voc,31, Female
 Self-emp-inc, HS-grad,49, Female
 Private, HS-grad,49, Female
 Federal-gov, Some-college,53, Female
 Private, HS-grad,52, Male
 Private, 10th,20, Male
 Private, Assoc-acdm,26, Male
 ?, HS-grad,61, Male
 Private, Masters,43, Female
 Self-emp-inc, Bachelors,46, Male
 Local-gov, Assoc-voc,43, Female
 Private, HS-grad,41, Female
 Self-emp-not-inc, HS-grad,44, Male
 Private, HS-grad,54, Male
 Private, Masters,65, Male
 Private, Bachelors,32, Female
 Private, Some-college,25, Male
 Private, Bachelors,23, Male
 Local-gov, Bachelors,25, Male
 Private, Some-college,19, Male
 Self-emp-not-inc, HS-grad,37, Male
 Private, Some-college,45, Male
 Private, HS-grad,37, Male
 Self-emp-not-inc, Some-college,40, Male
 ?, Some-college,19, Male
 Private, 11th,17, Male
 Private, Bachelors,27, Female
 Local-gov, 7th-8th,40, Male
 Private, HS-grad,59, Female
 Federal-gov, HS-grad,19, Female
 Private, 10th,43, Male
 Private, 10th,42, Male
 Private, HS-grad,54, Male
 Self-emp-not-inc, Masters,54, Male
 Private, 10th,51, Male
 Private, HS-grad,50, Male
 Private, HS-grad,40, Female
 Private, Assoc-acdm,55, Male
 Private, HS-grad,50, Female
 Private, HS-grad,31, Male
 ?, HS-grad,42, Female
 Private, HS-grad,24, Male
 Private, 11th,30, Male
 Local-gov, Assoc-acdm,39, Female
 Private, HS-grad,37, Male
 Private, HS-grad,33, Male
 Private, HS-grad,48, Female
 Self-emp-inc, HS-grad,43, Male
 Private, Bachelors,39, Male
 Private, Some-college,53, Male
 Self-emp-not-inc, 10th,52, Male
 State-gov, Some-college,28, Male
 Private, HS-grad,32, Male
 Private, Bachelors,31, Male
 Private, Bachelors,31, Female
 Private, Some-college,47, Female
 ?, Some-college,19, Male
 Private, Assoc-voc,40, Male
 Private, Assoc-acdm,40, Female
 Private, 11th,41, Male
 Federal-gov, HS-grad,53, Male
 Private, 11th,46, Male
 Self-emp-inc, Bachelors,45, Male
 Private, 9th,39, Female
 Private, HS-grad,19, Male
 Private, HS-grad,57, Male
 Private, Assoc-voc,49, Female
 Private, HS-grad,59, Female
 Private, Assoc-voc,32, Male
 ?, Some-college,18, Female
 State-gov, Some-college,35, Male
 Self-emp-inc, 10th,58, Female
 Private, Bachelors,28, Male
 Federal-gov, Assoc-acdm,36, Female
 Self-emp-not-inc, Masters,41, Female
 Private, HS-grad,47, Male
 Self-emp-inc, HS-grad,50, Male
 ?, HS-grad,61, Male
 Private, HS-grad,36, Male
 Private, Assoc-voc,38, Male
 Self-emp-not-inc, HS-grad,56, Male
 Private, Assoc-voc,50, Male
 Self-emp-not-inc, Some-college,45, Male
 Self-emp-not-inc, HS-grad,44, Male
 Private, Some-college,51, Male
 Self-emp-inc, Some-college,44, Male
 Private, HS-grad,25, Male
 Private, 11th,60, Male
 ?, 10th,17, Male
